"name","date","url","message","message_zh","country","continente","ai","a","ID"
"sripuvath.com",2023-01-17,"https://www.facebook.com/102421738785675/posts/232697082424806","චීනය සිය එක් තීරයක් එක් මාවතක් වැඩපිළිවෙළට නේපාලය බලහත්කාරයෙන් ඇතුළත් කර ගැනීමේ උත්සාහයක.","中國正試圖強行將尼泊爾納入其「一帶一路」倡議。","斯里蘭卡","亞洲","根據該句子的描述，文章對中國將尼泊爾納入其「一帶一路」倡議的態度似乎是負面的。然而，為了更全面地評估文章的情緒，需要進一步閱讀和分析文章的內容。","是負面的",189
"News 19 Alerts",2021-09-08,"https://www.facebook.com/104415408407582/posts/216865007162621","චීනයේ එක් තීරයක් එක් මාවතක් නිසා ලෝක දේශගුණය අනතුරේ Join WhatsApp - https://bit.ly/3Aq7yT9:=:https://chat.whatsapp.com/HOj1FxANR7I3FbpTQ1ftLP 𝐅𝐨𝐫 𝐍𝐞𝐰𝐬 𝐀𝐥𝐞𝐫𝐭𝐬 - https://www.facebook.com/news19.alerts","中國的「一帶一路」讓世界氣候面臨風險","斯里蘭卡","亞洲","根據該標題，文章的內容似乎對一帶一路的情緒是負面的。它指出一帶一路對世界氣候面臨風險，暗示該倡議可能對環境產生負面影響。然而，為了更準確地評估文章的情緒，需要進一步閱讀和分析其內容。","是負面的",190
"TOPnews.lk",2021-06-03,"https://www.facebook.com/1501060986810639/posts/2856148334635224","G-7 චීනය කොටු කරයි... - http://www.mavrata.lk/enews_view.php?news=4118","G-7困住中國","斯里蘭卡","亞洲","根據文章標題「G-7困住中國」，可以推斷該文章對一帶一路的情緒可能是負面的。然而，為了更準確地判斷，我們需要閱讀文章的內容。請提供文章的內容，我將試著幫助你進一步分析。","是負面的",191
"elsalvador.com",2021-05-12,"https://www.facebook.com/138327596203822/posts/4483012028402002","#Noticias #Negocios La promesa de China fue convertirla en la “Singapur de Africa” y para ello invirtió y prestó más de $14,000 millones entre 2012 y 2020, por lo que Yibuti le debe a la fecha el 70% de su deuda.","#noticias #negocios中国的承诺是使其成为“非洲的新加坡”，为此，他投资了，在2012年至2020年间借出了超过1.4亿美元，因此Yibuti迄今欠了他70％的债务。","薩爾瓦多","拉丁美洲","根據該段文字的描述，可以認為對一帶一路的情緒是負面的。該段文字指出中國對於一帶一路倡議的承諾是使其成為非洲的新加坡，但同時也提到中國對於一帶一路的投資導致了對於中國的巨額債務。這暗示了中國在一帶一路倡議中的負面影響，特別是對於一些參與國家而言。","是負面的",192
"El Faro",2023-09-13,"https://www.facebook.com/100064815276398/posts/700246578812512","💬 #efOpinión | ""La Iniciativa de la Franja y la Ruta de China nunca fue caridad ni ayuda, sino préstamos comerciales a menudo en condiciones relativamente elevadas"". 🖋️ Fraser Howie, Analista independiente","💬＃efopinión| “脱衣舞和中国路线的倡议从来不是慈善事业或帮助，而是在相对较高的条件下的商业贷款。” 🖋️FraserHowie，独立分析师","薩爾瓦多","拉丁美洲","根據該引述的內容，可以判斷該文章對一帶一路的情緒是負面的。該引述指出一帶一路倡議並非慈善或援助，而是商業貸款，暗示中國在一帶一路項目中追求商業利益的動機。這種觀點可能對一帶一路的效益和動機持懷疑態度，因此可以認為該文章對一帶一路持負面看法。","是負面的",193
"El Faro",2023-09-15,"https://www.facebook.com/100064815276398/posts/701484652022038","💬 #efOpinión | ""La Iniciativa de la Franja y la Ruta de China nunca fue caridad ni ayuda, sino préstamos comerciales a menudo en condiciones relativamente elevadas"". 🖋️ Fraser Howie, Analista independiente","💬＃efopinión| “脱衣舞和中国路线的倡议从来不是慈善事业或帮助，而是在相对较高的条件下的商业贷款。” 🖋️FraserHowie，独立分析师","薩爾瓦多","拉丁美洲","根據該引述的內容，可以判斷該文章對一帶一路的情緒是負面的。該引述指出一帶一路倡議並非慈善或援助，而是商業貸款，暗示中國在一帶一路項目中追求商業利益的動機。這種觀點可能對一帶一路的效益和動機持懷疑態度，因此可以認為該文章對一帶一路持負面看法。","是負面的",194
"El Faro",2023-09-17,"https://www.facebook.com/100064815276398/posts/702203165283520","💬 #efSemanal | ""La Iniciativa de la Franja y la Ruta de China nunca fue caridad ni ayuda, sino préstamos comerciales a menudo en condiciones relativamente elevadas"". 🖋️ Fraser Howie, Analista independiente #efOpinión","💬#efsemanal | “脱衣舞和中国路线的倡议从来不是慈善事业或帮助，而是在相对较高的条件下的商业贷款。” 🖋️FraserHowie，独立分析师＃efopinión","薩爾瓦多","拉丁美洲","根據該引述的內容，可以判斷該文章對一帶一路的情緒是負面的。該引述指出一帶一路倡議並非慈善或援助，而是商業貸款，暗示中國在一帶一路項目中追求商業利益的動機。這種觀點可能對一帶一路的效益和動機持懷疑態度，因此可以認為該文章對一帶一路持有負面的情緒。","是負面的",195
"El Faro",2023-09-15,"https://www.facebook.com/100064815276398/posts/701368368700333","💬 #efOpinión | ""La Iniciativa de la Franja y la Ruta de China nunca fue caridad ni ayuda, sino préstamos comerciales a menudo en condiciones relativamente elevadas"". 🖋️ Fraser Howie, Analista independiente","💬＃efopinión| “脱衣舞和中国路线的倡议从来不是慈善事业或帮助，而是在相对较高的条件下的商业贷款。” 🖋️FraserHowie，独立分析师","薩爾瓦多","拉丁美洲","根據該引述的內容，可以判斷該文章對一帶一路的情緒是負面的。該引述指出一帶一路倡議並非慈善或援助，而是商業貸款，暗示中國在一帶一路項目中追求商業利益的動機。這種觀點可能對一帶一路的效益和動機持懷疑態度，因此可以認為該文章對一帶一路持負面看法。","是負面的",196
"Diario Co Latino",2020-09-11,"https://www.facebook.com/444172505630452/posts/3400185483362458","BEIJING/Xinhua El mundo no podrá contener el virus ni lograr la recuperación económica sin la solidaridad, la cooperación y el multilateralismo, afirmó Xi en un mensaje transmitido durante una videoconferencia de alto nivel sobre la cooperación internacional en el marco de la Iniciativa de la Franja y la Ruta. El enfoque correcto para abordar las crisis mundiales y lograr el desarrollo a largo plazo consiste en una mayor conectividad, apertura e inclusión, y es allí donde la cooperación internacional de la Franja y la Ruta desempeñará un papel importante, añadió. [ 1,557 more word ] https://www.diariocolatino.com/cronica-del-liderazgo-de-xi-en-la-guerra-de-china-contra-covid-19-2/","习近平在北京/新华社无法遏制病毒或实现经济复苏而没有团结，合作和多边主义。他补充说，解决世界危机并实现长期发展的正确方法包括更大的连接性，开放性和包容性，这就是脱衣舞和路线的国际合作将发挥重要作用。 [1,557个单词]","薩爾瓦多","拉丁美洲","根據該段文字的描述，可以看出對一帶一路的情緒是負面的。文章指出习近平在應對疫情和經濟復甦方面缺乏團結、合作和多邊主義，並且提到了脫衣舞和一帶一路的國際合作將發揮重要作用。這暗示了一帶一路的國際合作可能無法解決世界危機和實現長期發展。因此，該段文字對一帶一路的情緒是負面的。","是負面的",197
"El Faro",2023-09-12,"https://www.facebook.com/100064815276398/posts/699620375541799","💬 #efOpinión | ""La Iniciativa de la Franja y la Ruta de China nunca fue caridad ni ayuda, sino préstamos comerciales a menudo en condiciones relativamente elevadas"". 🖋️ Fraser Howie, Analista independiente","💬＃efopinión| “脱衣舞和中国路线的倡议从来不是慈善事业或帮助，而是在相对较高的条件下的商业贷款。” 🖋️FraserHowie，独立分析师","薩爾瓦多","拉丁美洲","根據該引述的內容，可以判斷該文章對一帶一路的情緒是負面的。該引述指出一帶一路倡議並非慈善或援助，而是商業貸款，暗示中國在一帶一路項目中追求商業利益的動機。這種觀點可能對一帶一路的效益和動機持懷疑態度，因此可以認為該文章對一帶一路持負面看法。","是負面的",198
"Periódico El Universal SV",2023-08-31,"https://www.facebook.com/100063896261957/posts/723928743080328","El cambio de postura de Roma refleja la decepción por la falta de beneficios económicos y la nueva realidad geopolítica a la que se enfrenta Europa, en la que Beijing es visto cada vez más como un rival que como un socio. En 2019, durante la visita del presidente chino Xi Jinping a Roma, Italia sorprendió a Estados Unidos y Europa al convertirse en el ...","罗马姿势的改变反映了对缺乏经济利益和欧洲面临的新地缘政治现实的失望，在这种情况下，北京越来越被视为竞争对手而不是合伙人。 2019年，在中国总统习近平访问罗马时，意大利通过成为...","薩爾瓦多","拉丁美洲","根據該段文字的描述，可以認為對一帶一路的情緒是負面的。文章提到了對一帶一路的失望，認為缺乏經濟利益和新的地緣政治現實使得中國被視為競爭對手而不是合作夥伴。這暗示了對一帶一路的懷疑和不滿情緒。","是負面的",199
"Gazeta Koha Jone",2018-08-23,"https://www.facebook.com/189645691224976/posts/909635992559272","Pse po ngrohet sërish marrëdhënia Shqipëri-Kinë: Shqipëria s’do të mbështetet më vetëm nga njëra anë","为什么又有阿尔巴尼亚 - 骗子的关系：阿尔巴尼亚将不再仅由一侧支持","阿爾巴尼亞","歐洲","根據該標題，文章對一帶一路的情緒可能是負面的。文章提到阿爾巴尼亞與一帶一路的關係，並稱其為騙子的關係，暗示阿爾巴尼亞可能不再單方面支持一帶一路倡議。然而，僅憑標題無法確定文章的內容和立場，因此需要閱讀全文以獲得更全面的了解。","是負面的",200
"Agjencia Kombëtare e Lajmeve NOA",2022-10-18,"https://www.facebook.com/10150117136375198/posts/10166297972605198","🎥Trenat e rregullt Kinë-Europë nxitin bashkëpunimin dhe përfitimet e përbashkëta Qysh nga viti 2011, kur u nis treni i parë Kinë-Europë, e veçanërisht pas paraqitjes së nismës “Një brez, një rrugë”, linjat hekurudhore Kinë-Europë janë pranuar e shfrytëzuar gjerësisht nga vendet e rajonet përgjatë “Një brez, një rrugë”, si edhe nga ndërmarrjet dhe banorët e tyre, duke u bërë një produkt i mirëpritur publik global.","自2011年第一次中国环境列车离开以来，终止常规的中国 - 乌鲁普尼触发联合合作和利益被“一代，一条道路”及其企业和居民的国家和地区剥削，成为欢迎的全球公共产品。","阿爾巴尼亞","歐洲","根據提供的內容，該文章對一帶一路的情緒是負面的。文章提到了中國與烏魯普尼之間的合作終止，並暗示一帶一路對於參與國家和地區的剝削。這種描述表明該文章對一帶一路持有批評的態度。","是負面的",201
"Hashtag.al",2022-06-27,"https://www.facebook.com/229603583867308/posts/2123433437817637","G7 zbulon planin prej 600 miliardë dollarësh për të rivalizuar “Një brez një rrugë” të Kinës","G7公佈6000億美元計劃與中國「一帶一路」抗衡","阿爾巴尼亞","歐洲","根據該文章的描述，G7公佈了一個6000億美元的計劃，旨在與中國的「一帶一路」倡議競爭。根據這些信息，我們可以認為該文章對一帶一路的情緒是負面的。因為它暗示了G7國家對中國的倡議感到不滿，並試圖對其進行競爭。然而，我們需要更多的上下文信息來確定該文章的立場是否中性或正面。","是負面的",202
"Reporter.al",2019-03-28,"https://www.facebook.com/345846188901445/posts/1239548806197841","#Analizë #ProjectSyndicate Vendimi i qeverisë italiane për të mbështetur “Nismën një brez një rrugë” të Kinës është antitetike për interesat europiane dhe italiane dhe është drejtpërdrejt në duart e presidentit kinez Xi Jinping. Ndërkohë që Bashkimi Europian duhet të ndjekë një marrëdhënie më të ngushtë me Kinën, ai duhet ta bëjë këtë si një bllok i vetëm - dhe kështu në një mënyrë të barabartë.","#Analysis #prohyctsyndders认为，意大利政府支持中国的“一代一代”的决定与欧洲和意大利的利益相对，直接掌握在中国总统习近平的手中。尽管欧盟必须与中国建立更紧密的关系，但它必须以一个平等的方式做到这一点。","阿爾巴尼亞","歐洲","根據該文章的內容，可以認為對一帶一路的情緒是負面的。文章指出意大利政府支持中國的一帶一路倡議，並認為這種決定與歐洲和意大利的利益相對，直接掌握在中國總統習近平的手中。同時，文章也提到歐盟必須與中國建立更緊密的關係，但必須以平等的方式進行。這暗示著對中國在一帶一路倡議中的主導地位和對歐洲和意大利利益的影響持有懷疑態度，因此可以認為該文章對一帶一路的情緒是負面的。","是負面的",203
"Hashtag.al",2023-07-29,"https://www.facebook.com/100063569304987/posts/764697358992567","Evropa shmang Forumin e Kinës ‘Brez e Rrugë’, vendos ‘hendek’ ndaj Xi e Putin – WSJ","欧洲避开中国论坛的“一代和道路”，将“差距”与XI和普京-WSJ设置","阿爾巴尼亞","歐洲","根據提供的資訊，該文章對一帶一路的情緒似乎是負面的。文章提到了歐洲避開中國論壇的情況，並將這種行為與中國的一帶一路倡議以及中國的領導人習近平和普京進行了聯繫。這種描述暗示了對一帶一路的懷疑和對中國的不信任，因此可以認為該文章對一帶一路的情緒是負面的。","是負面的",204
"Bulevard News",2021-12-01,"https://www.facebook.com/285096715275189/posts/1311295655988618","Bashkimi Europian do të zbulojë më tutje detaje të një plani investimi global që shihet gjerësisht si një rival i nismës së Kinës “Belt and Road (Një brez- një rrugë).","欧盟将进一步揭示一项全球投资计划的细节，该计划被广泛视为中国腰带和道路倡议的竞争对手。","阿爾巴尼亞","歐洲","根據該文章的描述，歐盟將進一步揭示一項全球投資計劃的細節，該計劃被視為中國一帶一路倡議的競爭對手。根據這個描述，可以認為該文章對一帶一路的情緒是負面的。","是負面的",205
"Hashtag.al",2022-02-10,"https://www.facebook.com/229603583867308/posts/2020733091421006","Argjentina nënshkruan marrëveshjen me Kinën, SHBA këshillë vendeve: Mos i pranoni paratë e Pekinit","阿根廷签署与美国国家国家的交易：不要接受北京钱","阿爾巴尼亞","歐洲","根據該標題，文章的內容對一帶一路的情緒是負面的。它提到阿根廷拒絕接受北京的資金，暗示對中國的交易持懷疑態度。然而，我們無法確定文章的具體內容，因此無法提供更詳細的評論。","是負面的",206
"Việt Nam Đất Nước - Con Người",2019-11-29,"https://www.facebook.com/977249505707571/posts/2483838035048703","NGUY HIỂM TỘT CÙNG Các bạn có biết tại sao TQ quyết liệt giành thầu đường cao tốc bắc nam ko? - Các bạn nghĩ nó cần mấy tỷ đô lời lãi ư? Muỗi! - Các bạn sợ nó sẽ dây dưa kéo dài phá kinh tế ta ư? Chuyện vặt! Nguyên nhân chính kinh khủng là đây nè: DỌC ĐẤT NƯỚC từ Lạng Sơn đến Cà Mau hơn 2.000 km cao tốc, theo luật cứ 70 km được đặt một trạm thu phí (BOT). Đương nhiên, TQ đầu tư thì người TQ phải thu phí. Mỗi trạm thu phí có ít nhất 100 đến 200 nhân viên từ TQ sang. Nó có quyền xây một khu nhà ở cho nhân viên trú ngụ. Mỗi khu nhà ở ấy, chỉ sau ít năm lấy vợ, sinh con đẻ cái sẽ biến thành làng TQ. Làng ấy sẽ có trường học, trạm xá, khu phố xóm ấp riêng... kiểu TQ. - Khi bình thời làng ấy là ổ gián điệp thu lượm tin tức. - Khi có chiến tranh, làng ấy biến thành trạm trung chuyển vũ khí, trạm giao liên, thành pháo đài bắn ra từ trong ruột gan mình thì chống thế nào? Nhất là chiến tranh trực diện với TQ thì lúc ấy đỡ làm sao...? Trời ơi! Nghĩ đến thôi đã sợ dựng cả tóc gáy. NGUY HIỂM TỘT CÙNG! PHỤ LỤC - Đường cao tốc bắc nam đang được phát ngôn của Bộ Giao thông hướng rằng chỉ nhà thầu TQ mới đủ năng lực xây dựng. Xin hỏi vài điều: - Đường sắt Cát Linh Hà Đông, Apatit Lào Cai, Gang thép Thái Nguyên... do nhà thầu nào thi công? tiến độ, chất lượng... ra sao? - TQ trúng thầu ta có cản được họ đưa máy móc thiết bị cũ kỹ mà họ đã đào thải vào VN ko? Có cấm hoặc hạn chế được công nhân TQ tràn vào ko? - Nếu họ cứ chây ì kéo dài 15 - 20 năm chưa xong như Cát Linh Hà Đông thì Bộ Giao thông làm thế nào? Kinh tế VN ngóc lên bằng cách nào? - Nhìn trên bản đồ thì cao tốc rất tiện cho xe tăng tràn vào. Với tốc độ 80km/h, đánh từ Lạng Sơn đến Cà Mau chỉ 30 tiếng. Từ các trạm BOT nống ra theo chiều ngang cả nước khoảng mươi tiếng nữa","最终的危险您知道为什么中国为北方高速公路赢得了巨大的赢得吗？ - 您认为这需要十亿美元的兴趣？蚊子！ - 您担心它会延长我们的经济吗？轶事！主要原因是：根据法律，从Lang Son到Ca Mau的全国超过2,000公里的高速公路，每70公里都位于收费站（BOT）。自然，中国投资，中国人必须收取费用。每个收费站至少有来自中国的100至200名员工。它有权建立一个供员工居住的住宅区。这些房屋中的每一个，只有在结婚几年之后，分娩才会变成一个中国村庄。那个村庄将有学校，诊所，社区...中国风格。 - 当村庄是村庄时，收集了间谍。 - 战争时，村庄变成了武器转运站，一个十字路口和肠道中的堡垒？尤其是直接与中国的战争，当时如何帮助它...？我的天啊！考虑它是害怕勃起头发的。极端危险！交通部的附录 - 北 - 南高速公路，只有中国承包商才能建设。请问几件事：-Cat Linh ha dong Railway，Lao Cai Apatite，Thai Nguyen Iron and Steel ...由承包商？进度，质量...如何？ - 中国能否赢得他们的竞标，以将他们淘汰的旧机器和设备带入越南？它是禁止的还是限于中国工人的溢出？ - 如果他们持续15 - 20年，而不像Cat Linh Ha Dong那样，运输部是什么？ VN经济如何出现？ - 在地图上，高速公路非常方便储罐溢出。速度为80 km/h，从朗儿子到毛毛的战斗仅为30小时。从全国植物门的站点大约十个小时","越南","亞洲","根據該文章的內容，對一帶一路的情緒可以被視為負面的。文章中提到中國在北方高速公路建設中的參與，並指出中國投資者在該項目中收取費用並建立住宅區，這些住宅區可能會變成中國村莊。文章還提到這些村莊可能被用作間諜活動和戰爭時的武器轉運站。這些描述暗示了對中國參與一帶一路項目的擔憂和懷疑。

然而，作為一個學者，我們應該注意到這篇文章的內容並不一定反映事實，並且可能存在偏見或扭曲。因此，我們應該保持批判性思考，並在評估一帶一路項目時參考更多的資訊和觀點。","是負面的",207
"Tin Đáng Đọc",2020-10-03,"https://www.facebook.com/384118262218153/posts/673367969959846","NGÀY QUỐC KHÁNH CỦA TRUNG QUỐC TRỞ THÀNH NGÀY “CHỐNG ĐCS TRUNG QUỐC” TRÊN TOÀN CẦU. #TinDangDocTheGioi #ĐcsTrungQuốc Những hành động toàn cầu này đang được dẫn đầu bởi một lực lượng liên minh năng động, bao gồm: người Tây Tạng, người Duy Ngô Nhĩ, người dân tộc Mông Cổ, người Hongkong, người Đài Loan, người Trung Quốc và tất cả những người chống lại sự hung hãn của Đảng Cộng sản Trung Quốc. ❌Trên toàn cầu, vào ngày 1/10, hơn 120 tổ chức tại hơn 50 thành phố bao gồm Washington, London, Sydney, Đài Bắc và Tokyo đang tham gia các cuộc biểu tình “Chống Đảng Cộng sản Trung Quốc: Ngày Hành động Toàn cầu”. Ngày 1/10 là ngày chế độ Đảng Cộng sản Trung Quốc Đảng (ĐCSTQ) lên nắm quyền tại Trung Quốc. Những hành động toàn cầu này đang được dẫn đầu bởi một lực lượng liên minh năng động bao gồm người Tây Tạng, người Duy Ngô Nhĩ, người dân tộc Mông Cổ, người Hongkong, người Đài Loan, người Trung Quốc và tất cả những người chống lại sự xâm lược của ĐCSTQ. ❌Hàng loạt các hành động và kế hoạch nằm trong chiến lược đe dọa kiểm soát toàn cầu của ĐCSTQ, bao gồm: Sáng kiến ​​Vành đai và Con đường của Trung Quốc (BRI); quân sự hóa Biển Đông; uy hiếp quân sự Đài Loan; áp đặt pháp luật tại Hong Kong; các cuộc đụng độ gần đây với quân đội Ấn Độ; sự chiếm đóng tàn bạo tại Tây Tạng; xóa sổ văn hóa và ngôn ngữ dân tộc Mông Cổ; cuộc đàn áp tàn nhẫn đối với tôn giáo; và việc giam giữ nhiều luật sư Trung Quốc cùng sự mất tích của họ; đàn áp các nhà hoạt động nhân quyền; bức hại các học viên Pháp Luân Đại Pháp. “Nếu như ĐCSTQ không tiêu vong, thì con người trên hành tinh này đều là nạn nhân của nó”, cô Wu Zhen cho biết tại một cuộc biểu tình được tổ chức ở San Francisco. Cô Wu là con gái của một học viên Pháp Luân Đại Pháp hiện đang bị giam trong nhà tù nữ Đại Hưng ở Bắc Kinh. ""Trong khi Hoa Kỳ tập trung ứng phó với đại dịch COVID-19 và các vấn đề trong nước khác, Trung Quốc đã tận dụng tình hình khu vực đang khó khăn để thúc đẩy các lợi ích địa chính trị mở rộng của mình ở các điểm tranh chấp trên khắp khu vực Ấn Độ - Thái Bình Dương"", bà Ashley Townshend - Giám đốc Quốc phòng của Trung tâm Nghiên cứu Hoa Kỳ - cho biết. Chế độ ĐCSTQ đã phớt lờ các công ước quốc tế và tìm cách giành quyền kiểm soát các khu vực hàng hải gần các nước láng giềng trên Biển Đông. Chế độ này có những hành động hung hăng về các vấn đề lãnh thổ với Nhật Bản, Đài Loan và Philippines. ❌Các nước đang phát triển trên khắp châu Á và châu Phi đã nhận thấy rằng, họ không thể hoàn trả các khoản tín dụng (dưới danh nghĩa “viện trợ”) từ Trung Quốc thông qua BRI. Sau đó, họ buộc phải cấp cho Trung Quốc quyền tiếp cận tài nguyên thiên nhiên hoặc đất đai của họ cho ĐCSTQ sử dụng với mục đích quân sự. Trong khi đó, các quốc gia khác như Việt Nam và Indonesia đã thể hiện sự phản ứng cần thiết và chống lại hành vi bắt nạt của Trung Quốc. Vương quốc Anh, Pháp và Đức cũng đã đệ trình một công hàm chung vào tuần trước tại Liên Hợp Quốc, bác bỏ các yêu sách sâu rộng của Trung Quốc ở Biển Đông. ĐCSTQ cũng đã khiến mối quan hệ của Trung Quốc với một loạt nước phương Tây bao gồm Úc, Canada và Cộng hòa Séc trở nên tồi tệ. Chế độ này gần đây đã đưa ra một chính sách nhằm buộc học sinh ở các vùng dân tộc thiểu số chỉ được học tiếng phổ thông Trung Quốc (Quan thoại) trong các lớp học. Chính sách loại bỏ việc dạy tiếng Mông Cổ trong các lớp học ở miền nam Mông Cổ đã làm dấy lên sự phản đối mạnh mẽ trên diện rộng trong người dân địa phương. Đồng thời, chính sách này khiến người Mông Cổ trên khắp thế giới phẫn nộ. Đối với người Mông Cổ, việc loại bỏ ngôn ngữ mẹ đẻ của họ khỏi các tiết học trong nhà trường là một cuộc tấn công vào văn hóa của họ. Trước sự phản đối của người dân, giới chức Trung Quốc đã nhanh chóng đáp trả bằng một cuộc đàn áp, bắt giữ các nhà hoạt động Mông Cổ và đánh đập những người biểu tình. ❌Trong khi tham gia vào các tội ác chống lại loài người, ĐCSTQ đã tìm cách xâm nhập vào nhiều lĩnh vực của xã hội Mỹ, từ Hollywood đến giới học thuật cho đến thể thao chuyên nghiệp như NBA. Thượng nghị sĩ Ted Cruz bị ĐCSTQ thù địch và công bố các biện pháp trả đũa ông 2 lần, vì lên tiếng thay mặt cho người Duy Ngô Nhĩ và người dân ở Hong Kong. Ông nói: “Trung Quốc và chính phủ Trung Quốc là đế chế tà ác mới”. “Chúng chỉ trở nên tồi tệ hơn; tuy tôi nghĩ thế giới đã mở rộng tầm mắt hơn. Tôi nghĩ hậu quả trong chính sách đối ngoại quan trọng nhất do đại dịch virus corona gây ra sẽ là sự đánh giá lại [nền tảng] cơ bản về mối quan hệ của Hoa Kỳ với Trung Quốc và mối quan hệ của thế giới với Trung Quốc”, ông Cruz nói. Ngoại trưởng Hoa Kỳ Mike Pompeo đang xây dựng một liên minh hiểu rõ mối đe dọa do Trung Quốc gây ra. Ông mong muốn “mọi quốc gia hiểu tự do và dân chủ” nhận ra “mối đe dọa mà ĐCSTQ đang tạo ra”, và cùng hợp tác để chống lại nó. Nguồn: NTD Vietnam","中国的国庆日成为“反智慧的反智人”日。这些全球行动的#TintangDocthegioi #Dastrang由动态的联盟部队领导，包括：藏人，Uy非政府组织，蒙古人，香港人民，台湾人，中国人民，Quoc Quoc和所有反对中国共产党的侵略。 ❌在10月1日，在全球范围内，包括华盛顿，伦敦，悉尼，台北和东京在内的50多个城市的120多个组织正在参加“反对中国共产党：全球行动日期”的抗议活动。 10月1日是中国共产党政权（CCP）在中国上台的那一天。这些全球行动是由一支充满活力的联盟力量领导的，包括藏族，乌伊非政府组织，蒙古人民，香港，台湾，中国人以及所有反对CCP入侵的人。 ❌I系列的行动和计划是CCP全球控制策略的一部分，包括：中国的腰带和道路倡议（BRI）；东海的军事化；台湾军事威胁；在香港实施法律；最近与印度军队发生冲突；西藏残酷的职业；消除蒙古文化和语言；对宗教的残酷镇压；拘留许多中国律师及其失踪；压制人权活动家；迫害法轮DAFA从业人员。吴Zen在旧金山举行的抗议活动中说：“如果CCP不死，那么地球上的人们就是受害者。”吴女士是一位法轮DAFA从业人员的女儿，他目前被监禁在北京的Dai Hung女监狱中。 “尽管美国专注于回应Covid -19 -19 -19和其他国内问题，但中国利用了该地区的困难领域来促进其在整个印度 - 太平洋地区的争端，“ Ashley”，“ Ashley” Townshend-美国研究中心国防主任 - 说。 CCP政权忽略了国际公约，并试图控制南中国海邻国附近的海上地区。该政权在日本，台湾和菲律宾的领土问题上采取了积极的行动。 ❌亚洲和非洲的发展中国家注意到，他们无法通过BRI退还（以“援助”的名义）来退款。之后，他们被迫授予中国出于军事目的获得自然资源或土地到CCP的权利。同时，越南和印度尼西亚等其他国家表现出必要的反应，并对中国的欺凌行为产生了反应。英国，法国和德国上周还在联合国提交了联合职能，拒绝了中国在南中国海的广泛主张。 CCP还使中国与包括澳大利亚，加拿大和捷克共和国在内的一系列西方国家的关系变得更糟。该政权最近启动了一项政策，迫使少数民族地区的学生只在课堂上学习中文（Quan Thoai）。消除蒙古在蒙古南部课程的蒙古教学的政策引发了当地人的强烈反对。同时，这项政策使世界各地的蒙古人生气。对于蒙古人来说，从学校课上消除母语是对他们文化的攻击。面对人民的反对，中国官员迅速做出了迫害，逮捕了蒙古活动家并殴打了抗议者。 CCP在参加危害人类犯罪的同时，试图渗透到美国社会的许多领域，从好莱坞到学术到NBA等职业体育。参议员泰德·克鲁兹（Ted Cruz）由CCP主持，并两次发表了他的报复措施，因为他代表UD Yun Runner和香港的人民发表了讲话。 “中国和中国政府是新的邪恶帝国。” “他们只会变得更糟；尽管我认为世界睁开了眼睛。我认为，由电晕病毒大流行造成的最重要的外交政策后果将是对美国与中国关系以及世界与中国关系的基本重新评估。”克鲁兹说。美国国务卿迈克·庞培（Mike Pompeo）正在建立一个联盟，以了解中国造成的威胁。他希望“每个国家了解自由与民主”意识到“威胁是由CCP造成的”，并与之合作。资料来源：NTD越南","越南","亞洲","根据该文章的内容，可以判断该文章对一带一路倡议的情绪是负面的。文章中提到了一系列中国政府的行为，包括对少数民族的压迫、对南中国海邻国的控制、对人权活动家的迫害等，这些行为被视为中国共产党的侵略行为。文章还提到了全球范围内的抗议活动，反对中国共产党的统治。此外，文章还提到了一些国家对中国的反应，包括拒绝中国在南中国海的主张和与中国关系变得更糟的西方国家。因此，可以说该文章对一带一路倡议持负面态度。","是負面的",208
